output,correct out,translated
tis is apythen implementation of this murth unction ins am the to lists ned not,this is a python implementation of this merge function in general the two lists need not,मानों के चम्मच में ss और इसे hiit s जोड़ें
i the sameling so we rmerging  ofiitm and opling m into an output,"be the same length. so, we are merging a of length m and b of length n into an output",तब आप adsor
f the papeors sort them seprtly and com back and then the instructor has to pu,"halves the papers, sort them separately and come back and then the instructor has to put",मानों का ociation तो pees के लिए फिर एक सूची yucan weilmly constrane पायथन
moved sofare to the output even sulyly everething annn everething in g be must e me,"moved so far to the output; eventually, everything in a and everything in b must be moved to",यह है कि हम uus t dor y कर सकते हैं to trow aol hs in ar dictionl
ccases r where one of the to listis empty ither we hare reche the end of  so,"cases are where one of the two lists is empty; either we have reached the end of a, so i",आप valueso v eses
ore the indeci similarly if we ar wecet the end of b we append,"b or the index in b. similarly, if we have reached the end of b,",क्या मूल्य से जुड़ा है इसलिए दून स्कोर को रेट किया गया है जिसके लिए ओ के लिए आर के लिए रेट किया गया है
the onsorted ar list intoe to pars and then you handover thes t parts to pu,the unsorted array or list into two parts and then you hand over these two parts to,यह है कि एक सूची बुद्धि की तरह मैटल है हम एक नीली बुद्धि ले सकते हैं दस तीन स्थान पर ताकि हम चा कर सकते हैं
so these to things weich a definitely wor ust by checing the fact that we hav,left in it. these two things will definitely work just by checking the fact that we have,Anghe poule aoute ar स्टोर of Want By Anotanment [unk] [Unk] और यह विल है
noiythere lis aneostid then we hame toe do a comppareison so we come from thi,"now, if neither list is exhausted then we have to do a comparison. so, we come to this",वह शब्दकोशों को लेस में अपडेट किया जा सकता है और मुर्गियाँ मेट्टेल बिल्कुल ykels हैं
iof thes to gorsin to se mex so the smaleor of the t if it comes om maye we append that,"which of these two goes into c next. the smaller of the two if it comes in a, we append that",nsin यह उदाहरण के लिए मूल्यों का एक tupl हम एक दो आयामी बिंदु ले सकते हैं लेकिन ए
in the corect torder previany intous,in the correct order from a and b into c.,नाम के साथ जुड़ा हुआ है ताकि हम अपच ऑपरेशन के साथ उस पर काम कर सकें
o here is a ffyi mrtch dot pyp in which we have eactly the sameort as we had a isslitde,"so, here is a file merge dot py in which we had exactly the same code as we had on the",Anobe किसी भी imeurtteabaletim पर m weere intinrn यह एक फ्लोट पुराना हो सकता है
the simlestwa to do this is to tryin construct do listsofsooused we data list,"the simplest way to do this is to try and construct two lists; suppose, we take a list",etest मैं परीक्षण में तूफान हूँ और आप परीक्षण quo में एक से अधिक मोर हो सकते हैं
the coled ina cuplof pases so we have tow situwations caise  and cas f where,"the code in a couple of places. so, we have two situations case 1 and case 4 where we",Corlertenpationa echly केवल Valu Bwiak Valu होगा
onsod af we take the value from  so we combine one and  and sayiher if  is empt,"ones where we take the value from b. so, we combine 1 and 4 and say either if a is empty","Lifino, Whowudes ओह yys syss कैसे यह yym कहते हैं touy।"
gayko gap leson on he other hand ither if s ais empty o,"j equal to j plus 1. on the other hand, either if b is empty or",Similare कह सकता है कि एक डेट पागल है f cre भागों a d munt और ere n
thas a smole value then you tak the value from y and appende intec nnit so let s,a has a smaller value then you take the value from a and append the index in that right.,एस और एर क्योंकि हमने उस स्टोर टेस्टवॉन सेर को शुरू नहीं किया है
the values of the nams at some aproprat puint no here sincse we are ehavin an errat,the values of the names at some appropriate point. now here since we are having an error,weo usit so s tpo tdes और अब हम एक सेट हो इंस्टेंस जा सकते हैं
as is that we ave not formaly sen we wilseit in tethe net week but it does heimpute,as i said we have not formally seen we will see it in the next week. but it does the intuitive,et prlespore in th irst tiswwe ast to shuo s थे
discrind t check wheth ara is bigerthan ba but this pointe on fortionitely,"it is trying to check whether a i is bigger than b j, but at this point unfortunately",यह एक intouse यह ctry मूल्यवान या trpl तो dopul एक सूची की तरह व्यवहार करता है
we are only cheking if s tr sincsis notf wy weare goingate and hecing t,"now we are only checking if i is 3, since i is not 3 we are going at and checking the",तो f woe एक dicarl पर मुकदमा करना चाहते हैं तो हमें सभी मूल्यों के माध्यम से आवश्यकता होगी
d in detc and sometims it is implicit and sometims we have to be cerful and this is one of tho,index. and sometimes it is implicit and sometimes we have to be careful and this is one of those,और फिर टेपेटा बात हम हर कुंजी के लिए काम कर सकते हैं
so we may as wel go bak bui the rtion with o ekinit acses,"so, we may as well go back to the version with four explicit cases.",मान के साथ कुछ करें यदि हमें माइंड में सीप करना है तो हम
or slices of fres so we wil actualy have morth sort with han input list and,"or slices of our list. so, we will actually have merge sort within input list and the",o gjust hileting tha दे
sortdot pyp we start with the function mergh wich we sop efor wit the f w as splite,"sort dot py. we start with the function merge, which we saw before with a four way case split",Valoe और हम इस nu noi के लिए यह अंतिम नोटपाइंड बनाते हैं
is sorted in eqens,sorted in sequence.,पूरी तरह से अलग वस्तु
oundrd tims larger on woundred thouson as ppos to fe thouson then insertion sort of soelection sor anot,"times larger 100,000 as suppose to a few 1000 then insertion sort or selection sort. another",कहा कि अगर हम एक कार्यात्मक कविता के लिए बीएल मूल्य के लिए यू पर गुजरते हैं तो एक साइन नहीं करते हैं
smal pot w the mine is nort is that we n rond in to i s liecersion limatd provrm,small point to keep in mind is notice that we did not run it to its recursion limit problem,किसी फ़ंक्शन के अंदर सूची या तानाशाही के लिए फ़ंक्शन के लिए हमें एक नया पुलिस वाला मिलता है और फिर उसके बाद कोई भी परिवर्तन चौड़ा होता है
login beccuse it couse ne hundrd thouson element lso reuire only log huindred thouson remembere a log,"log n recursive calls. so, 100,000 elements also requires only log 100,000. remember a",हम करते हैं कि हम नौकरी की पहचान को नहीं बदलते हैं
of wit the recerion limit we do not have eny peeinting reccerion of that deph,"a problem with the recursion limit, we do not have any pending recursions of that depth",में
fwe wil actualycaluelate wy mour sort is order and oga,we will actually calculate why merge sort is order n log n. ,Ety सूची नहीं
a the head nw   is a smoler of the [UNK] at the head nor tist we ae wlecst t a sitcuation,"two at the end, now 64 is the smaller of the two at the end. notice we have reached the",खाली सूची से जाओ t o सूची v यह मायने रखता है कि क्या सम्मिलित करना था
copyiy the first list as it is without having to comppere anytthingbeccause thos are,copy the first list as it is without having to compare anything because those are all,इस नियो नोर बनाएं और फिर हम टी के बीच मूल्यों की इस स्वैपिंग के साथ करते हैं
t theritandside of a slite gous oup to the slitese min ast o,the right hand side of a slice goes up to the slice minus 1.,nd इसी तरह हम स्व -रोट नेगेट लेते हैं जो अगले माउंट के लिए मात्रा के रूप में और बनाते हैं
min asone we can gust douiate the inecs of the rit hand i and the left w,"plus 1, minus 1, we can just duplicate the index of the right hand side and the left","तो assense al में कि डिलीट हमें करने की आवश्यकता है, गोमांस से पंचर को फिर से करना है"
ow tosot anything ekept a list of lingh e or eou we frther brguar so now we h,"how to sort anything except a list of length 1 or 0, so we further break it up. now, we",एस हम पहले डब्ल्यू के लिए एई लिस्ट स्कैंड ए लिस्ट नहीं करते हैं कि इस प्रॉमिसिंग प्रॉसेडर में हम नेड
r id so n at this levn we have tw lists ofpliges,"before 91. now, at this level, we have two lists of lengths",एक सूची में Valuo No हो सकता है
this is r and then wil piet then wil p and then wel pi[UNK] ooy then,"so this is 13 and then we will pick 22 then we pick 32 and then we pick 43 then 57, then",और विल्ब्रैक पैरामीटर के बीच संबंध हम cass n k हम et bak
ing it up down to the bacs aes and then iu kheap combining backwords usin  the muth,"it up, down till the base case and then you keep combining backwards using the merge.",एक ही पीआर व्होर
which do nothave any intererence which i each oter so here for instancs sorting,"which do not have any interference with each other. so, here for instance, sorting the",हम यहाँ से उसके लिए हाय मान को कॉपी करते हैं और फिर हम हमें हटाते हैं
asen to col seprtos they do t ne to cominicate with each oth,ask them to go to two separate rooms; they do not need to communicate with each other,डब्ल्यू पहला नोट हटाना चाहता था जिसे हमें ई के साथ पहला नोट हटाने की अनुमति नहीं है
into independ sae probvloms and then ou have a  efficient way to comine the sold s,into independent sub problems and then you have efficient way to combine the solved sub,कोनिंग वर अल पोस्टो
provso that is the kheape thal how eficiently yo can commine the popect whichuld ta,"problems. so that is the key there, how efficiently you can combine the problems. if you takes",Hie एक डिलीट फंट पर है
let us lok a ee mor in detail at the actual alorittmic aspect of how we are gouento outhis,let us look a little more in detail at the actual algorithmic aspect of how we are going,यदि यह खाली है तो अगर सेल्फ डी डॉट वैल्यू एस ईके वह पहले ऑर्डर करें तो कुछ और बुद्धिमान नहीं होगा
to skip evere ka altoms so we have  then we go deretly to iple s cayes to iplicity wu,"to skip every k item. so, we have i then we go directly to i plus k. so, implicitly if",nn n wree t
we must use this type con version caled lhist so in general we can use type nams to convert,"we must use this type conversion called list. in general, we can use type names to convert",जैसा कि हम अन्य ws के लिए जाते हैं
o do is we wil get ylus n  kay for the largest mnseis at ypas and ky is solert an y,"do is we will get i plus n k for the largest n such that i plus n k is smaller than j,",एच नेट नहीं व्हाट्स
derementif cas negeitive insteps of kay such that do ceap going as far as possible,"decrement if k is negative, in steps of k such that you keep going as far as possible",में
a happenses that if we start with a value which is smlere than the tarit valu,"happens is that if we start with the value which is smaller than the target value, we",यह मैं पहला भाग एक यो के रूप में पहले लेमेंटे फ्रैमी बॉट द रिकर्स एट पार्ट के रूप में
rainge gay this isn as cupre bong n the lord bone to se this is like a sl,"write range j, this is seen as the upper bound and the lower bound is 0. this is like a slice,",केवल एक चीज जो weremembere wot dirs o को चलो जब हम अंत ओ सूची को पढ़ते हैं
of bakours o gust to se an exampule saupouse we want to,"or backwards. just to see an example, suppose we want to",स्मोलेउ फिन निकालें
gou the t and fif we ware to gow woe more step we wued bout tos g but sen eo clases,"go to 3 and if we were to go one more step you would go to 0, but since 0 crosses 1 in",हम पहले एक सूची को शुरू करते हैं जिसे हम खाली सूची के लिए तैयार नहीं करते हैं
tht e neklitiv dererection we wuld stop at chheves if we woldn cros o de se,"the negative direction we would stop at 3 itself, we would not cross over to 0.",तो यहाँ हम cored है जो वास्तव में हम में dd dd में reffects है
ie wer if we do nt wete the first argiugment of the slides if we rite for instance  col them,"where if you do not write the first argument of the slice, if we write for instance l colon",इसलिए हम इस प्रारंभिक प्रारंभिक के साथ शुरू करते हैं
and python  so in python t the outut t o range is in factalist so if your,"2 and python 3. in python 2, the output of range is in fact, the list. so, if you run","सिंगपोस्ट द्वारा साइड में फॉर्मे से सेल अप्रैल एले एले को कोई नहीं, लेकिन हमारे पास है"
is not a listo rangehe prduses something which is a sequene of values which can,"is not a list. so, range produces something which is a sequence of values which can be",o Extinsert फ़ंक्शन अगान यदि यह खाली है तो यह एक एकल टी सूची अन्य Wis बनाता है
now t is possibl to use raingehe to denberate a list useing the function listo cass o the name o,"now, it is possible to use range to generate a list using the function list. so, name of",कि व्हाट्सएप ओनसो डेस एनटी कंग
thefunction is actualy list so what to do  for egampl list gie therange as an argument,"the function is actually list. what we do, for example, is give the range as an argument",पहले वैलस के अन्य wys को हटा दिया जाना है तो हम प्रमाणित और वर्नेट डब्ल्यू हैं
ulist s this is an agample of a typ con version we are cu,list. this is an example of a type conversion; we,और यानी वेनिस ने डिस की प्रस्तुति को स्लाइग कर दिया
that python internaly uses wot types al the som as functions to con wurt on tpe to another,"that python internally uses for types also as functions to convert one type to another,",इसलिए अगर हम एकता से एन और प्यास हैं तो हम कह सकते हैं कि उदाहरण के लिए थैले एक सूची है
thappens inlicitaly for instance as we wil se when we want to display a value use i,this happens implicitly for instance as we will see when we want to display a value using,लिस एन ए ल्यू और रैनघ में कहो लेवेनोटपिन
orino when we print our somthing is tekt so hs estor is impplicitely used very oftenn,"or when we print out something is text. so, str is implicitly used very often. sometimes",तो यहाँ Redon का मूल वर्ग एक वर्ग के लिए उपयोग नहीं है
fo instance it a string consis only of didgets then we should get a value coresponding,instance if the string consists only of digits then we should get a value corresponding to,प्रारंभिक मूल्य dforn कोणों द्वारा किया जाता है यानी यू के रूप में यू प्रदान करता है
omversion isposibl it wil do it if it does in it reterns an err wev,"conversion is possible it will do it, if it does not it returns an error. we will see",रात के माध्यम से गॉव करने के लिए हमें एक शुरुआत और वीओ फोलिन शुरू करना होगा
within python to recover from an aerre or to check what erer riteis and pocede a cordinglyysos,within python to recover from an error or to check what error it is and proceed accordingly.,तो अगर यह खाली है तो वैल्यू डे पे ओ सेट सेट करें यह सिंगल को कन्वर्ट करें डी नॉट डी
o for the last lectur the s wek  we lok at som useeful things whichh  will curop u and,for the last lecture this week we look at some useful things which will crop up and,एफ या उत्तर हैं
if the  user does notpresent te valued value isted of teling thm wy we gust kep ra,if the user does not present a valid value instead of telling them why we just keep saying,o हमारे पास mak nsure में aprdently carfoul है कि यह p है
enter a numbere emind nin we have in the sam numberof timect you gow to some use,"enter a number i mean we have seen this any number of times right, you go to some user",oriulso हम यह कहते हुए अभ्यास कर रहे हैं कि हम ऑब्जेक्ट्स एआर प्रॉर्ट नेक्स और एपली परिशिष्ट लेते हैं
conracts the list and should severe thing from position yve on wrto he left by,contracts the list and shifts everything from position 5 on wards to the left by 5. so let,तो यह डॉट रिट से टैकेन है
thandlinso soposin we want to asin a value to a name ex only exes are donfinde then,"handling. supposing, we want to assign a vale to a name x only if x is undefined, then we",तो ev Moree Feturs में जाने के लिए इसकोर्सो इंस्टेरड के अंतिम व्याख्यान में आते हैं
dor not so far it is not a goud idear to gust le it un define and then use eea,or not so far. it is not a good idea to just leave it undefined and then use exception,NCEP एक बाउट पहने बिना बयान लिखना क्या Ekes और vy क्या है जैसा कि हम aelo
as a valid value we can initialai it to none nd later on we can chuk it is til no,a valid value we can initialize it to none and later on we can check if it is still none.,oy wit वर्ग के अंदर है qwole theas themaintan ors कक्षा के हम ma करेंगे
so inuertly we sa ekely clda non and finaly we gow ehed an say if ex is not non,"so, initially we say x is equal to none and finally we go ahead and say, if x is not none","al qort withe clas wou क्षेत्र के मामले में नहीं है, लेकिन अगर किसी के बाहर कोई व्यक्ति"
s we re using is e not eal doso theis ecactly o value non in pithonin thispacse so,we are using is not equal to. so there is exactly one value none in python in the space.,वह व्यक्ति जो काम करना बंद कर देता है क्योंकि हम एक आंतरिक कार्यान्वयन को बदलते हैं
if the user as provided a string which is not a valed india in which case hew,"if the user has provided a string which is not a valid integer, in which case we will",Youcan मूल्यों और maniupulater को परिभाषित करता है ताकि यह बहुत सुविधाजनक हो और हम
ae list oredictionar we would not normaly woint to his on define a name which is a aolding he,"a list or a dictionary, you would not normally want to just undefine name which is holding",जिस तरह से हम एक मालिक प्राप्त कर सकते हैं वह वास्तव में यह कहने का कोई तरीका है कि ये नाम हैं
by sayin thatthe number of nots at levlyist  to the iyso initialy we ave one no,"by saying that the number of nodes at level i is 2 to the i. initially, we have 1 node",o लैंगविथ में GARV की तरह है आप निजी और सार्वजनिक का उपयोग करके बहुत सारे दोष पाएंगे
other operation we ned to implement in a he is derlrete mack no one thing abou,"the other operation we need to implement in a heap is delete max. now, one thing about",इंटरफ़ेस से पुनर्मूल्यांकन वास्तव में एक आदर्श शब्द में है जो हमें कार्यान्वयन करता है
in the endaty must be at theruut so we now whethe uout is now the cuestion,"value in the entire tree must be at the root. so, we know where the root is; now the question","ecan सेट उल्लू कैसे हम eted हैं, इस फ़ंक्शन को hro है अगर हम शुरू करते हैं तो हम se s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s"
move this value then we have to put e value there o the other hand the numb,"remove this value then we have to put some value there. on the other hand, the number",Forthe new k andt reonpute ta को इस तरह से अगर हमारे पास केवल thesfunction है
thetop sobvisly thereis going to be sme provlome with resprit to it strky so he,"the top. obviously, there is going to be some problem with respect to itÃ£â€¢s children. so,",यह इन कार्यों और भाग का उपयोग करने के लिए डेटा प्रकार के मजेदार के लिए ery भाग के लिए cumbur है
smoler than [UNK],smaller than 24.,और मोती निजी और रिस्लेटेड कुल्हाड़ियों की अनुमति देते हैं ताकि वे विनियोग में उपयोग करें
at this pointe i leven is biger than ten so we stoptso gust,"children. at this point 11 is bigger than 10. so, we stop.",ig मान ns कभी -कभी आप d ot चाहते हैं
lefe therer no ropertys to be sort asr as satisid ad lymove to we stop,"leaf there are no properties to be satisfied anymore. so, we stop.",PUO इसलिए हम d या mun को अपडेट करते हैं हमें cearel होना चाहिए जो इसे अद्यतन कर रहे थे l
on very a tracttif feator of heaps is that be an implement thistre darectly in a list,one very attractive feature of heaps is that we can implement this tree directly in a list,उनके लिए इतना यो cansay आप masrly पर तिथि करने के लिए cantsetd
orin an ay sof we have an an nored heap we can repritit as a list or in ad,"or in an array. so, we have an n node heap, we can represent it as a list or an array",एस्पेस हमेशा एक गतिशील मंड एरहास में कपास के लिए हमें एक नाम व्हाइट ओ फाइंड स्पा है
as we say we find up this heap lit to rittop to bottomdin the same way,"as we said we filled up this heap left to right, top to bottom right. in the same way,",हम उस और ओल्या को लेक्चर करते हैं
we wil cale insert and insert gust ads an nue got to the list an eac gop when it is,we will call insert and insert just adds a new job to the list and each job when it is,ऑब्जेक्ट आधारित कार्यान्वयन ओ को प्राप्त करने के लिए हमें सिर को शुरू करना होगा और वें पर जाना होगा
tadit comes withit on priorty so bacs,added comes with it is own priority.,उपयोगकर्ता की यह सिने सभी अजनबी के स्थैतिक विभाजन कार में डेटा प्रकारों को परिभाषित करती है
biding the heapoas we are go ying up the umber of steps that we nede to propergate,"we are building the heap. so, as we are going up the number of steps that we need to propagate",इस की तुलना में बहुत अधिक कुशल रास
aand the numberof notsor which this hapens is smoler,other hand the number of nodes for which this happens is smaller.,इसी तरह जब हमारे पास एक सूची थी यदि आप याद करते हैं तो हेट ई चाहते हैं
orf for norts we have a  n leval of shifting perehaps to reppere the heap property then we o,for 4 nodes we have to do one level of shifting perhaps to repair the heap property then we,वास्तव में dastdpred द्वारा wegus destdpred हम sed कि वह पहले तत्व qit
we have only to nots ortso the umber of nots owis tis is required ae s,"have only two nodes for this. the number of nodes for which this is required is shrinking,",itnow हम अब मैं उस मूल्य को लंबे समय तक कर सकता हूं और न ही हम इसका पुन: उपयोग कर सकते हैं क्योंकि यह बेन को संकोच करता है
rgogs ust as a list no if iteis an unsorted list when we add something to the ue we can,"jobs just as a list. now, if it is an unsorted list when we add something to the queue we",h तो o आपके पास उन नामों को बुद्धि
or heap no the cuestion has weare do weit kheape thes values welh remember that a heap is anar,"now, the question is where do we keep these values. well, remember that a heap is an array.",OW यह एक सूची ई हो सकता है एक issert old हो सकता है कि यह टर्न पिन में यह हो सकता है
max il remoethelement at the top ecouse aksorut but it l,"delete max will remove the element at the top because that is the root, but it will",मेमरी एएसओ याद रखें कि विज्ञापन वेन में यो उल डिक्लेरिंग अलोथिंग हैं
also creat a vaekoancy here this is ha value that wil oe to the top this is the last,"also create a vacancy here, this is the value that will go to the top, this is the last",आप कभी भी lokconanse wot की तुलना में नहीं करते हैं जो n को गीला नहीं करेंगे
l now gow to the endof the heap but the nect timewe croseis he heap the rior,"will now go to the end of the heap, but the next time we process the heap there will be",जैसा कि कार्यक्रम लंबे समय तक चलता है और लंबे समय तक यह अधिक से अधिक मेमर लेना शुरू कर देता है
ificst and so oso one by one the macimulme value secand macsiom on value and s,"elements fixed and so on. so, one by one the maximum value, second maximum value and so",RARTs Colection का उपयोग करें क्योंकि इतना सरल है कि वहाँ ar funtime ove उसके पास था
on o get into the same list or ar in whi e re storing the heap and evenhil,on will get into the same list or array in which we are storing the heap and eventually,"जिस तरह से पल्स वर्सिस है कि हम riting द्वारा हम o में नहीं मिलते हैं, लेकिन Theran Poeit"
so to somerie heaps are a re best implementation of prity ues in which bot insert an,to summarize heaps are a tree based implementation of priority queues in which both insert and,यू कि इंटेमेडिएट नामों के बारे में यहाँ गैर -nction है
how eer to d a ep max we have to skand throu the list and serch fo the macimmen in,to do a delete max we have to scan through the list and search for the maximum element,"जैसे कि हाल या पूंछ ने पहले तत्व को खाया, अंतिम एल्मेन एस को खा लिया अगर w av a norn खाली सूची"
in this case we are loking at max heaps we can alsow do ar do ile construction wer,"now, in this case we were looking at max heaps; we can also do a dual construction where we",LOF प्रोग्रामिंग जिसे डेडलिफ्ट प्रोग्रामिंग कहा जाता है और ते यो में इसे लो कर सकते हैं
whnd we insert soething at the bottom we ae to meit u so the insert in,"when we insert something at the bottom we have to move it up right. so, the insert and",थॉन विल अब नहीं है कि आप aresopose os ar नहीं iye क्योंकि epry neouw नाम है कि coume
n we eve seine in an onspoted list it wil tak uss order n thm to find the maxim,"and as we have seen in an unsorted list, it will take us order n time to find the maximum",टाइपो का tcind बहुत कठिन हो सकता है क्योंकि स्वागत है
no doe not abuv wit and we refre to the cildrn as a left sid in her rite chie,the node above it and we refer to the children as the left child and the right child.,इस पर wil या कई चीजें आप इस अनुवाद द्वारा केवल omtefly द्वारा प्राप्त कर सकते हैं
o ar bou to maintan a priority que as a special ckind of inearer which we,"so, our goal is to maintain a priority queue as a special kind of binary tree which we",iths यह एक मिस्टैक सेट करने के लिए एक प्रोग्रामिंग भाषा को सेट करने के लिए कोई भी कोई प्रोग्रामिंग नहीं सीखता है
login we wuile acheve bouth insert and delete mak in ordrd log n tym thi,"log n, we will achieve both insert and delete max in order log n time.",पहले और इसलिए कुछ गलत है इसलिए टाइप नाम कैंड एसेली कैल्ट हो
il gow frome n suearett n loin an another nise fecher abot a heap is that we do nt have tprf,go from n squared to n log n and another nice feature about a heap is that we do not have,के रूप में अब कुछ परिवर्तन की ओर आकर्षित किया अगर आप इसे dhoof पर syo के लिए किया है
or which ae the values which are stored in the clm remember that leyes are nots in a binit,"which are the values which are stored in the tree, remember that leaves, nodes in a binary",एक कम्पेटर यह cacis ntel soa of rors ar yther typer और vearial नहीं होगा
may have eor hildren oun sildrern not t hilren so we could have in general a ver,"tree may have 0 children, 1 children or 2 children. so, we could have in general a very",बहुत आसानी से Compinors द्वारा यदि हमारे पास इन गुरु oncall के साथ ofv नाम हैं
ry in which we scuile  each levl fom top  to borttom left to rit,"tree in which we fill each level from top to bottom, left to right.","घोषणाओं की लैक मेग थिंग्स अलिटल जो पायथन में जटिल है, जो कि डेस ए पर न तो"
theother property witha heap the first property is structurli as s tels us o,"the other property with the heap, the first property is structural, it just tells us how","यह खाली वस्तुओं की सुविधा और प्रतिनिधित्व के साथ करना है, लेकिन बिना घोषणा के"
are thos whichave values and the empty nots are indeccated with oppen ercluls a,are those which have values and the empty nodes are indicated with open circles at the,"पुश सैम वी आर क्यू भी एक सूची हो सकती है, लेकिन एन एन चींटी विज्ञापन और टी एएमई कतार"
of it sto hildren so it every nord if we lok at the value and we lok at the valuein t,"of its 2 children. so, at every node if you look at the value and we look at the value",आईएनजी एकांत वेड और टी में हेरफेर करना शुरू करें पी डॉट टीक्स हम पर हम सीधे बाहरी हैं
hre prioritys so that it can al ways pul out veriyk quicly theo one wi the hyaest roriy to steduo p,priorities? so that it can always pull out very quickly the one with the highest priority,
i so we hav the value property the mag ea property alog withis stuctural property,"5. so, we have the value property - the max heap property along with the structural property.",
of  so n acgain this es not bein e corectly left torite top to otm,"child of 7. so, once again this has not been filled correctly left to right, top to bottom",
emember that heap nots are constructeddtop to bottom lef pora so if we want to insert,"remember that heap nodes are constructed top to bottom, left to right. if we want to insert",
uawis bigere than it espered ndtem so al thou this is,"12 is bigger than its parent 10. although this is now structurally correct,",
nowstructiurarly corect it dos ot have hvalue distrebution so we have to restore the heap roperty,"it does not have the right value distribution. so, we have to restore the heap property in",
is like a queueue puld a queue in which itiomsealf priority based on some other carectristic,"this is like a queue, but a queue in which items have priority based on some other characteristic",
and then we start locing at ilations with respect to etsperit so we nottise that twel and,and then we start looking at violations with respect to it is parent. we notice that 12,
wel is smoler han e so we stopt,"is smaller than 24. so, we stop.",
out r[UNK] to ware [UNK] s or afte [UNK] and we push everything from s[UNK] at o,we move 13 to where 22 is or after 22 and we push everything from 78 onwards to the,
worstherit but actualy a clever  rf stacoagi is to say that of gatrt[UNK]y must go her,"right, but actually a cleverer strategy is to say that 13 must go here.",
instad we can gusttake  this rt[UNK][UNK] in the last element o theelousou an refl,but instead we can just take this 13 in the last element to the yellow zone and replace,
so here is an implementation in pthous,here is an implementation in python.,
so elo is ellus rn and now we lete brein pousee and ev r time we se an elemente,"so, yellow is l plus 1 and now we let green proceed and every time you see an element",
te tr and then we move the elepite rein the wis it we,"this is what we did to 13 and then we move the yellow pointer as well, otherwise if we",
a vally wich is strectly witer we me monly the piter which is ntose,"see a value which is strictly bigger, we move only the green pointer which is implicitly",
want to s sort something and se the e ectwe have to asin it enmentth,if you want to sort something and see the effect we have to assign it a name and then,
foreinstance  stake  damee of values from stat vve wundred andprerseiveid ano we sayi sortn,"let us, for instance, take a range of values from say 500 down to 0 then if we say quicksort(l)",
insertion saot wod we say on thouson an then we tyeoe sort this yo o get this recersion det because,"if we say 1000 and then we try to quicksort this, we will get this recursion depth because",
the simofvuset the recclerdin foi somthes t be larget savetheind,"module and set the recursion limit to something superbly large, say 10000, maybe 100,000 and",
wear to for instance sort something of sinde  sa v thos n pidvet then it taks a visibil amumttrof a,"were to, for instance, sort something of size say 7500 then it takes a visible amount of",
because we are not usthin thema but the first value  sat so,"we are not using the median, but the first value to speak.",
wewil se that in the nekt lecture as to wy wousrtif actually no to wrst ka,we will see that in the next lecture as to why quicksort is actually not a worst case,
e the liiut,of the list.,
so we do ot nede tirs,"so, we do not need to merge.",
therecuerencs aof the same oun so we it an other ordrarin lrg and t,"the recurrence, its the same one, we get another order n log n algorithm.",
that we sad  erlyer than on of the benifits of sorting  a listt is that we,remember that we said earlier that one of the benefits of sorting a list is that we,
now her wy ascking for the medion before sorty but wor m is to sot so itsckind,"now here, we are asking for the median before sorting, but our aim is to sort, it is kind",
if we arereuireringoutput of the sorting to be the input to the sorti thi,if we are requiring the output of the sorting to be the input to the sorting.,
of loking for the mediam we ghust maelk up some value in the listdae and u,"instead of looking for the median we just pick up some value in the list a, and use",
that as whert is caled a vuived delement,that as what is called a pivot element.,
we split y withthe stck to thes lilvar so that al the smalear elemencts are withe lim and,we split a with respect to this pivot so that all the smaller elements are to the left and,
we parttition  in to the lowear part and the uper part of the spert  to this wel,"we partition a, into the lower part and the upper part with respect to this pivot element.",
because we hve piutt up the first element in te art  lrto,two because we have picked up the first element in the array to pivot.,
n wearereccersieve ly sot ttw tions,we recursively sort two partitions.,
ektrrs reuired whe e mert ssot is actualy require in order to imp lement,the extra space required by merge sort is actually required in order to implement the,
so,ones are bigger.,
hmorch fumtieo and wiy do we nepe to morch,merge function and why do we need to merge?,
this is tha r reeraningstem and n we recercsively sdort aeliuit and dheibrics in su,"this is the rearranging step and now we recursively sort the yellow bits and the green bits, then",
things ar smoler than upoiry an al the gr things ar bigein in o no further lgiing is reidd,"things are smaller than 43 and all the green things are bigger than 43, no further merging",
s,is required.,
and we want to do a scag of the tining elements nd divide them inttu us cuuous modr,to do a scan of the remaining elements and divide them into two groups; those smaller,
ielement sar,elements are unknown.,
o what we ae tryd to do s a tryn oe move from lef to rite in clasify,"what we are trying to do is, we are trying to move from left to right and classify all",
nstieply deern n to the ryte of the gurein ey have go,"element strictly greater than 43 and to the right of the green pointer, we have those",
which ae yeat to be scaneditii,which are yet to be scanned.,
list then it takes a log imso yo wl actual cap that for instance,"list then it takes a long time. so, we could actually check that, for instance,",
avalitdates are claym tbut wichsot on an avrich is fpast anso when you givb iteis wi,"validates our claim that quicksort on an average is fast, it is only when you give it these",
so very ofteon sorting happens in stages on mrtipal atiebutes for exampl yo mite,"so, very often this sorting happens in stages on multiple attributes, for example, you might",
have a list of studeancts o ar listed in aler pitticl order the ro list,have a list of students who are listed in alphabetical order in the roll list after,
is desterbing the ordeor of elements we ar ordedly erein the onsorted lus so,"is disturbing the order of elements which were already there in the unsorted list. so,",
we argued erly at onsterving this order does not mater  ecaus any vav ov ein disort,we argued earlier that disturbing this order does not matter because any way we are going,
i thes elementuwulriy articulr ordere not forthe corenttacttiuor for the i,"these elements were in particular order not for the current attribute, but for the different",
dtatiud and we  move them arowm then we are deistroing the oriinal sorted,attribute and we move them around then we are destroying the original sorted order.,
